    id      t_sec       phi_rad    lambda_rad           h_m       psi_rad     theta_rad        xi_radsaved (Y/N)
  1743   +174.300  +0.752696002  -0.130541325  +1293.014806    -2.4618924    -0.0224368    +0.0022680    +1
  1744   +174.400  +0.752695631  -0.130541737  +1293.048462    -2.4609965    -0.0226558    +0.0022130    +1
  1745   +174.500  +0.752695260  -0.130542149  +1293.082726    -2.4602751    -0.0221146    +0.0020668    +1
  1746   +174.600  +0.752694889  -0.130542560  +1293.117714    -2.4597726    -0.0210449    +0.0016553    +1
  1747   +174.700  +0.752694518  -0.130542972  +1293.153988    -2.4593667    -0.0204937    +0.0008454    +1
  1748   +174.800  +0.752694147  -0.130543383  +1293.191393    -2.4589787    -0.0211388    -0.0002615    +1
  1749   +174.900  +0.752693776  -0.130543794  +1293.228947    -2.4586856    -0.0223532    -0.0012844    +1
  1750   +175.000  +0.752693406  -0.130544204  +1293.265571    -2.4586618    -0.0230986    -0.0019890    +1
  1751   +175.100  +0.752693035  -0.130544615  +1293.300689    -2.4590747    -0.0232027    -0.0022331    +1
  1752   +175.200  +0.752692664  -0.130545025  +1293.334395    -2.4599658    -0.0233721    -0.0021420    +1
  1753   +175.300  +0.752692294  -0.130545436  +1293.366829    -2.4612990    -0.0244037    -0.0019162    +1
  1754   +175.400  +0.752691923  -0.130545846  +1293.397758    -2.4630297    -0.0259802    -0.0014966    +1
  1755   +175.500  +0.752691553  -0.130546256  +1293.426494    -2.4649477    -0.0272741    -0.0008735    +1
  1756   +175.600  +0.752691182  -0.130546665  +1293.452388    -2.4667118    -0.0276130    -0.0000562    +1
  1757   +175.700  +0.752690812  -0.130547075  +1293.475721    -2.4680709    -0.0270882    +0.0010013    +1
  1758   +175.800  +0.752690441  -0.130547484  +1293.497325    -2.4688926    -0.0266068    +0.0022474    +1
  1759   +175.900  +0.752690071  -0.130547894  +1293.517621    -2.4690964    -0.0266444    +0.0034953    +1
  1760   +176.000  +0.752689700  -0.130548303  +1293.536360    -2.4687342    -0.0270201    +0.0045768    +1
  1761   +176.100  +0.752689329  -0.130548712  +1293.553137    -2.4680652    -0.0274896    +0.0055729    +1
  1762   +176.200  +0.752688959  -0.130549121  +1293.567916    -2.4673375    -0.0279308    +0.0063671    +1
  1763   +176.300  +0.752688588  -0.130549530  +1293.581082    -2.4667121    -0.0285552    +0.0068312    +1
  1764   +176.400  +0.752688218  -0.130549939  +1293.592685    -2.4661596    -0.0294209    +0.0069597    +1
  1765   +176.500  +0.752687847  -0.130550348  +1293.602148    -2.4656117    -0.0302776    +0.0068991    +1
  1766   +176.600  +0.752687477  -0.130550757  +1293.609062    -2.4651605    -0.0309905    +0.0069351    +1
  1767   +176.700  +0.752687106  -0.130551166  +1293.613480    -2.4648853    -0.0315071    +0.0071737    +1
  1768   +176.800  +0.752686736  -0.130551575  +1293.615698    -2.4648816    -0.0319064    +0.0075906    +1
  1769   +176.900  +0.752686365  -0.130551984  +1293.616075    -2.4652152    -0.0321383    +0.0081264    +1
  1770   +177.000  +0.752685995  -0.130552394  +1293.614753    -2.4656945    -0.0323530    +0.0086124    +1
  1771   +177.100  +0.752685624  -0.130552803  +1293.611474    -2.4661025    -0.0326498    +0.0090014    +1
  1772   +177.200  +0.752685254  -0.130553213  +1293.606130    -2.4663079    -0.0328982    +0.0092225    +1
  1773   +177.300  +0.752684883  -0.130553623  +1293.598967    -2.4662044    -0.0330888    +0.0092445    +1
  1774   +177.400  +0.752684512  -0.130554032  +1293.590001    -2.4657619    -0.0332043    +0.0090396    +1
  1775   +177.500  +0.752684142  -0.130554442  +1293.579486    -2.4651333    -0.0334006    +0.0086628    +1
  1776   +177.600  +0.752683771  -0.130554852  +1293.568236    -2.4646113    -0.0341750    +0.0081402    +1
  1777   +177.700  +0.752683400  -0.130555263  +1293.556263    -2.4643509    -0.0353240    +0.0075275    +1
  1778   +177.800  +0.752683030  -0.130555673  +1293.542843    -2.4643434    -0.0357263    +0.0069415    +1
  1779   +177.900  +0.752682659  -0.130556083  +1293.528032    -2.4645059    -0.0351486    +0.0064942    +1
  1780   +178.000  +0.752682288  -0.130556494  +1293.512850    -2.4646845    -0.0344457    +0.0061843    +1
  1781   +178.100  +0.752681917  -0.130556904  +1293.498425    -2.4647782    -0.0344738    +0.0060593    +1
  1782   +178.200  +0.752681546  -0.130557315  +1293.484916    -2.4647934    -0.0353479    +0.0060609    +1
  1783   +178.300  +0.752681175  -0.130557726  +1293.471643    -2.4647772    -0.0363426    +0.0060286    +1
  1784   +178.400  +0.752680804  -0.130558137  +1293.458129    -2.4647160    -0.0368216    +0.0060024    +1
  1785   +178.500  +0.752680433  -0.130558547  +1293.444311    -2.4645270    -0.0368736    +0.0060592    +1
  1786   +178.600  +0.752680062  -0.130558958  +1293.430124    -2.4641618    -0.0368973    +0.0061419    +1
  1787   +178.700  +0.752679691  -0.130559370  +1293.415029    -2.4636350    -0.0369049    +0.0061873    +1
  1788   +178.800  +0.752679320  -0.130559781  +1293.398521    -2.4629820    -0.0367869    +0.0060800    +1
  1789   +178.900  +0.752678949  -0.130560192  +1293.380738    -2.4622801    -0.0367503    +0.0057325    +1
  1790   +179.000  +0.752678577  -0.130560603  +1293.362047    -2.4616149    -0.0371505    +0.0051779    +1
  1791   +179.100  +0.752678206  -0.130561014  +1293.342854    -2.4610745    -0.0380654    +0.0045350    +1
  1792   +179.200  +0.752677834  -0.130561426  +1293.322937    -2.4608772    -0.0386805    +0.0039831    +1
  1793   +179.300  +0.752677463  -0.130561837  +1293.301741    -2.4612092    -0.0384531    +0.0035222    +1
  1794   +179.400  +0.752677092  -0.130562249  +1293.279771    -2.4618939    -0.0379518    +0.0030481    +1
  1795   +179.500  +0.752676720  -0.130562660  +1293.257732    -2.4626461    -0.0379319    +0.0026031    +1
  1796   +179.600  +0.752676349  -0.130563072  +1293.235235    -2.4633427    -0.0381905    +0.0023259    +1
  1797   +179.700  +0.752675977  -0.130563483  +1293.211671    -2.4638599    -0.0381532    +0.0022201    +1
  1798   +179.800  +0.752675605  -0.130563895  +1293.187547    -2.4639800    -0.0380890    +0.0021117    +1
  1799   +179.900  +0.752675234  -0.130564306  +1293.163643    -2.4635956    -0.0382558    +0.0019636    +1
  1800   +180.000  +0.752674862  -0.130564717  +1293.139969    -2.4628742    -0.0383010    +0.0018573    +1
  1801   +180.100  +0.752674490  -0.130565129  +1293.116748    -2.4621301    -0.0382342    +0.0017680    +1
  1802   +180.200  +0.752674118  -0.130565540  +1293.094433    -2.4615932    -0.0382602    +0.0017050    +1
  1803   +180.300  +0.752673747  -0.130565951  +1293.073028    -2.4613242    -0.0385615    +0.0016729    +1
  1804   +180.400  +0.752673375  -0.130566362  +1293.052281    -2.4612760    -0.0392987    +0.0016437    +1
  1805   +180.500  +0.752673003  -0.130566773  +1293.031860    -2.4612720    -0.0401341    +0.0016631    +1
  1806   +180.600  +0.752672631  -0.130567185  +1293.011214    -2.4611553    -0.0402555    +0.0017154    +1
  1807   +180.700  +0.752672259  -0.130567596  +1292.990238    -2.4609699    -0.0396102    +0.0017928    +1
  1808   +180.800  +0.752671887  -0.130568007  +1292.969690    -2.4607822    -0.0387581    +0.0017831    +1
  1809   +180.900  +0.752671515  -0.130568417  +1292.950479    -2.4605907    -0.0380542    +0.0016433    +1
  1810   +181.000  +0.752671143  -0.130568828  +1292.932828    -2.4603838    -0.0374365    +0.0014461    +1
  1811   +181.100  +0.752670771  -0.130569239  +1292.916754    -2.4602953    -0.0367920    +0.0012582    +1
  1812   +181.200  +0.752670399  -0.130569649  +1292.902878    -2.4604309    -0.0364407    +0.0010380    +1
  1813   +181.300  +0.752670027  -0.130570060  +1292.891238    -2.4607451    -0.0361716    +0.0006748    +1
  1814   +181.400  +0.752669655  -0.130570470  +1292.880933    -2.4612532    -0.0352215    +0.0002076    +1
  1815   +181.500  +0.752669284  -0.130570880  +1292.871951    -2.4619863    -0.0336735    -0.0001081    +1
  1816   +181.600  +0.752668912  -0.130571290  +1292.865145    -2.4629077    -0.0324737    -0.0000587    +1
  1817   +181.700  +0.752668540  -0.130571699  +1292.860366    -2.4639563    -0.0315273    +0.0005102    +1
  1818   +181.800  +0.752668169  -0.130572109  +1292.857565    -2.4651418    -0.0311128    +0.0016112    +1
  1819   +181.900  +0.752667798  -0.130572518  +1292.856960    -2.4663738    -0.0314949    +0.0030213    +1
  1820   +182.000  +0.752667426  -0.130572927  +1292.857793    -2.4674195    -0.0319828    +0.0045155    +1
  1821   +182.100  +0.752667055  -0.130573336  +1292.859248    -2.4681086    -0.0319492    +0.0058842    +1
  1822   +182.200  +0.752666684  -0.130573745  +1292.861212    -2.4682497    -0.0314541    +0.0068731    +1
  1823   +182.300  +0.752666313  -0.130574153  +1292.864164    -2.4677170    -0.0308420    +0.0074415    +1
  1824   +182.400  +0.752665943  -0.130574561  +1292.868459    -2.4665571    -0.0302025    +0.0077510    +1
  1825   +182.500  +0.752665572  -0.130574969  +1292.874323    -2.4650329    -0.0295494    +0.0079984    +1
  1826   +182.600  +0.752665202  -0.130575377  +1292.882140    -2.4635347    -0.0289917    +0.0082269    +1
  1827   +182.700  +0.752664832  -0.130575785  +1292.891936    -2.4623830    -0.0284514    +0.0083075    +1
  1828   +182.800  +0.752664462  -0.130576193  +1292.903527    -2.4618347    -0.0283663    +0.0082880    +1
  1829   +182.900  +0.752664093  -0.130576600  +1292.916476    -2.4619722    -0.0286212    +0.0082643    +1
  1830   +183.000  +0.752663723  -0.130577007  +1292.929781    -2.4626406    -0.0282134    +0.0082301    +1
  1831   +183.100  +0.752663355  -0.130577414  +1292.942838    -2.4635053    -0.0270369    +0.0082153    +1
  1832   +183.200  +0.752662986  -0.130577821  +1292.955771    -2.4643215    -0.0259927    +0.0083411    +1
  1833   +183.300  +0.752662618  -0.130578228  +1292.968830    -2.4650078    -0.0256817    +0.0084666    +1
  1834   +183.400  +0.752662249  -0.130578635  +1292.981921    -2.4655639    -0.0260537    +0.0085147    +1
  1835   +183.500  +0.752661881  -0.130579041  +1292.994466    -2.4660479    -0.0262999    +0.0086064    +1
  1836   +183.600  +0.752661514  -0.130579447  +1293.006250    -2.4665317    -0.0262206    +0.0087735    +1
  1837   +183.700  +0.752661146  -0.130579853  +1293.017337    -2.4670183    -0.0263137    +0.0090053    +1
  1838   +183.800  +0.752660779  -0.130580259  +1293.027961    -2.4674857    -0.0270249    +0.0092278    +1
  1839   +183.900  +0.752660412  -0.130580665  +1293.038043    -2.4678645    -0.0281938    +0.0093770    +1
  1840   +184.000  +0.752660045  -0.130581071  +1293.046744    -2.4679970    -0.0288148    +0.0095786    +1
  1841   +184.100  +0.752659678  -0.130581477  +1293.053854    -2.4677996    -0.0286515    +0.0098095    +1
  1842   +184.200  +0.752659311  -0.130581882  +1293.060155    -2.4673727    -0.0282906    +0.0099341    +1
  1843   +184.300  +0.752658945  -0.130582288  +1293.066470    -2.4668331    -0.0282417    +0.0098923    +1
  1844   +184.400  +0.752658578  -0.130582694  +1293.072975    -2.4662083    -0.0284593    +0.0097336    +1
  1845   +184.500  +0.752658212  -0.130583100  +1293.079329    -2.4655729    -0.0283217    +0.0095435    +1
  1846   +184.600  +0.752657846  -0.130583505  +1293.085435    -2.4651111    -0.0275327    +0.0094903    +1
  1847   +184.700  +0.752657480  -0.130583911  +1293.091805    -2.4649456    -0.0267954    +0.0095617    +1
  1848   +184.800  +0.752657113  -0.130584317  +1293.099009    -2.4650402    -0.0270975    +0.0094753    +1
  1849   +184.900  +0.752656747  -0.130584723  +1293.106475    -2.4652811    -0.0281606    +0.0091742    +1
  1850   +185.000  +0.752656381  -0.130585129  +1293.112952    -2.4655096    -0.0288871    +0.0088026    +1
  1851   +185.100  +0.752656015  -0.130585535  +1293.118263    -2.4655860    -0.0292551    +0.0084563    +1
  1852   +185.200  +0.752655649  -0.130585942  +1293.122811    -2.4654729    -0.0298309    +0.0081259    +1
  1853   +185.300  +0.752655283  -0.130586348  +1293.126710    -2.4651515    -0.0309442    +0.0077700    +1
  1854   +185.400  +0.752654917  -0.130586754  +1293.129384    -2.4645426    -0.0323149    +0.0073358    +1
  1855   +185.500  +0.752654551  -0.130587161  +1293.129947    -2.4636561    -0.0334369    +0.0067016    +1
  1856   +185.600  +0.752654185  -0.130587568  +1293.128171    -2.4624801    -0.0341808    +0.0057316    +1
  1857   +185.700  +0.752653818  -0.130587974  +1293.124313    -2.4610346    -0.0342252    +0.0045107    +1
  1858   +185.800  +0.752653452  -0.130588381  +1293.118627    -2.4595198    -0.0333573    +0.0031599    +1
  1859   +185.900  +0.752653085  -0.130588788  +1293.111313    -2.4581571    -0.0320434    +0.0016987    +1
  1860   +186.000  +0.752652718  -0.130589196  +1293.102937    -2.4570988    -0.0311005    +0.0000997    +1
  1861   +186.100  +0.752652351  -0.130589603  +1293.094061    -2.4564822    -0.0308472    -0.0014961    +1
  1862   +186.200  +0.752651984  -0.130590010  +1293.084859    -2.4564213    -0.0310987    -0.0027991    +1
  1863   +186.300  +0.752651617  -0.130590417  +1293.075290    -2.4569220    -0.0317015    -0.0037371    +1
  1864   +186.400  +0.752651250  -0.130590824  +1293.065427    -2.4579052    -0.0323556    -0.0042942    +1
  1865   +186.500  +0.752650883  -0.130591231  +1293.055569    -2.4593084    -0.0327458    -0.0044490    +1
  1866   +186.600  +0.752650516  -0.130591639  +1293.045793    -2.4609310    -0.0324687    -0.0041823    +1
  1867   +186.700  +0.752650148  -0.130592046  +1293.036199    -2.4624680    -0.0315328    -0.0035288    +1
  1868   +186.800  +0.752649780  -0.130592453  +1293.027577    -2.4637357    -0.0305895    -0.0024868    +1
  1869   +186.900  +0.752649412  -0.130592859  +1293.020839    -2.4646085    -0.0300448    -0.0011564    +1
  1870   +187.000  +0.752649044  -0.130593266  +1293.016404    -2.4650513    -0.0295935    +0.0003037    +1
  1871   +187.100  +0.752648676  -0.130593673  +1293.014372    -2.4651445    -0.0286579    +0.0015927    +1
  1872   +187.200  +0.752648308  -0.130594079  +1293.015026    -2.4648476    -0.0273246    +0.0024243    +1
  1873   +187.300  +0.752647940  -0.130594485  +1293.019125    -2.4640791    -0.0264728    +0.0027228    +1
  1874   +187.400  +0.752647572  -0.130594891  +1293.026790    -2.4629684    -0.0264833    +0.0025197    +1
  1875   +187.500  +0.752647204  -0.130595297  +1293.036775    -2.4619095    -0.0266209    +0.0021500    +1
  1876   +187.600  +0.752646837  -0.130595703  +1293.048105    -2.4612127    -0.0267417    +0.0016479    +1
  1877   +187.700  +0.752646469  -0.130596109  +1293.060269    -2.4608150    -0.0271246    +0.0008514    +1
  1878   +187.800  +0.752646101  -0.130596515  +1293.072524    -2.4606275    -0.0277798    -0.0000873    +1
  1879   +187.900  +0.752645733  -0.130596921  +1293.084372    -2.4606582    -0.0287236    -0.0008641    +1
  1880   +188.000  +0.752645365  -0.130597326  +1293.095261    -2.4609056    -0.0297985    -0.0013690    +1
  1881   +188.100  +0.752644997  -0.130597732  +1293.104359    -2.4613545    -0.0309947    -0.0016746    +1
  1882   +188.200  +0.752644629  -0.130598137  +1293.111126    -2.4619626    -0.0320182    -0.0017486    +1
  1883   +188.300  +0.752644261  -0.130598543  +1293.115819    -2.4626120    -0.0326704    -0.0014976    +1
  1884   +188.400  +0.752643893  -0.130598948  +1293.119054    -2.4631742    -0.0330712    -0.0010514    +1
  1885   +188.500  +0.752643525  -0.130599353  +1293.121257    -2.4635881    -0.0334181    -0.0005744    +1
  1886   +188.600  +0.752643156  -0.130599759  +1293.122534    -2.4637620    -0.0338771    -0.0001936    +1
  1887   +188.700  +0.752642788  -0.130600164  +1293.122472    -2.4636528    -0.0344316    +0.0000430    +1
  1888   +188.800  +0.752642419  -0.130600569  +1293.120283    -2.4633874    -0.0348312    +0.0002101    +1
  1889   +188.900  +0.752642050  -0.130600975  +1293.115440    -2.4630377    -0.0346281    +0.0002318    +1
  1890   +189.000  +0.752641681  -0.130601380  +1293.108243    -2.4625855    -0.0340309    +0.0000741    +1
  1891   +189.100  +0.752641311  -0.130601786  +1293.099674    -2.4620794    -0.0335116    -0.0001450    +1
  1892   +189.200  +0.752640942  -0.130602192  +1293.090539    -2.4616355    -0.0331924    -0.0002174    +1
  1893   +189.300  +0.752640572  -0.130602597  +1293.081073    -2.4613206    -0.0331147    -0.0001078    +1
  1894   +189.400  +0.752640202  -0.130603003  +1293.071216    -2.4611468    -0.0330813    +0.0000220    +1
  1895   +189.500  +0.752639832  -0.130603409  +1293.061101    -2.4611079    -0.0332040    +0.0001261    +1
  1896   +189.600  +0.752639462  -0.130603815  +1293.050767    -2.4612146    -0.0338190    +0.0003099    +1
  1897   +189.700  +0.752639091  -0.130604221  +1293.039840    -2.4615350    -0.0345990    +0.0006474    +1
  1898   +189.800  +0.752638721  -0.130604627  +1293.028072    -2.4620808    -0.0350558    +0.0011105    +1
  1899   +189.900  +0.752638350  -0.130605033  +1293.015353    -2.4628279    -0.0350939    +0.0016471    +1
  1900   +190.000  +0.752637980  -0.130605439  +1293.001516    -2.4637105    -0.0350555    +0.0021515    +1
  1901   +190.100  +0.752637609  -0.130605845  +1292.986318    -2.4645718    -0.0354047    +0.0025845    +1
